,id,joined_date,group,gender,country,device,purchase_date,spent,purchase_status,duplicates
5078,1005185,2023-01-25,Control_Group,F,BRA,iOS,,,0,False
5079,1005186,2023-01-27,Test_Group,M,TUR,iOS,,,0,False
5080,1005187,2023-02-04,Control_Group,M,BRA,iOS,,,0,False
5081,1005188,2023-01-27,Control_Group,M,AUS,Android,,,0,False
5082,1005189,2023-01-27,Control_Group,F,DEU,Android,,,0,False
5083,1005190,2023-02-06,Control_Group,,BRA,Android,,,0,False
5084,1005191,2023-01-25,Test_Group,F,USA,Android,,,0,False
5085,1005192,2023-01-25,Control_Group,M,USA,Android,,,0,False
5086,1005193,2023-01-25,Control_Group,F,USA,Android,,,0,False
5087,1005194,2023-01-29,Control_Group,O,ESP,iOS,,,0,False
5088,1005195,2023-02-02,Test_Group,M,TUR,Android,,,0,False
5089,1005196,2023-01-27,Test_Group,,USA,iOS,,,0,False
5090,1005197,2023-01-25,Control_Group,M,FRA,iOS,,,0,False
5091,1005198,2023-02-06,Control_Group,F,CAN,iOS,,,0,False
5092,1005199,2023-01-27,Control_Group,F,DEU,iOS,,,0,False
5093,1005200,2023-01-29,Test_Group,,TUR,Android,,,0,False
5094,1005201,2023-02-01,Control_Group,M,BRA,iOS,,,0,False
5095,1005202,2023-01-25,Control_Group,M,TUR,Android,,,0,False
5096,1005203,2023-02-02,Control_Group,,DEU,iOS,,,0,False
5097,1005204,2023-02-06,Test_Group,F,MEX,iOS,2023-02-06,10.52,1,False
5098,1005205,2023-01-27,Test_Group,M,BRA,iOS,,,0,False
5099,1005206,2023-01-27,Test_Group,F,DEU,Android,,,0,False
5100,1005207,2023-01-26,Control_Group,F,TUR,Android,,,0,False
5101,1005208,2023-01-25,Control_Group,F,BRA,iOS,,,0,False
5102,1005209,2023-01-31,Control_Group,M,USA,Android,,,0,False
5103,1005210,2023-02-05,Control_Group,,MEX,Android,,,0,False
5104,1005211,2023-01-26,Control_Group,M,USA,Android,,,0,False
5105,1005212,2023-01-25,Test_Group,M,BRA,iOS,,,0,False
5106,1005214,2023-01-31,Test_Group,,GBR,Android,,,0,False
5107,1005215,2023-01-27,Control_Group,F,ESP,Android,,,0,False
5108,1005216,2023-01-27,Test_Group,F,USA,iOS,,,0,False
5109,1005217,2023-01-26,Test_Group,M,DEU,iOS,,,0,False
5110,1005218,2023-01-26,Test_Group,F,USA,Android,,,0,False
5111,1005219,2023-02-03,Test_Group,M,MEX,iOS,,,0,False
5112,1005220,2023-01-25,Control_Group,M,MEX,Android,,,0,False
5113,1005221,2023-01-28,Test_Group,M,USA,Android,,,0,False
5114,1005222,2023-01-25,Test_Group,M,TUR,Android,,,0,False
5115,1005223,2023-01-26,Test_Group,,USA,Android,,,0,False
5116,1005224,2023-01-25,Control_Group,M,BRA,Android,,,0,False
5117,1005225,2023-01-25,Control_Group,F,ESP,Android,,,0,False
5118,1005226,2023-01-28,Control_Group,M,BRA,Android,,,0,False
5119,1005227,2023-01-26,Control_Group,M,USA,Android,,,0,False
5120,1005228,2023-02-05,Test_Group,M,MEX,iOS,,,0,False
5121,1005229,2023-01-27,Control_Group,M,BRA,Android,,,0,False
5122,1005230,2023-02-03,Test_Group,O,USA,Android,,,0,False
5123,1005231,2023-01-29,Control_Group,F,USA,iOS,,,0,False
5124,1005232,2023-01-31,Test_Group,F,ESP,Android,,,0,False
5125,1005233,2023-01-25,Test_Group,F,MEX,iOS,,,0,False
5126,1005234,2023-02-03,Test_Group,M,USA,Android,,,0,False
5127,1005235,2023-02-01,Test_Group,M,BRA,Android,,,0,False
5128,1005236,2023-01-25,Test_Group,F,TUR,Android,,,0,False
5129,1005237,2023-02-05,Test_Group,M,DEU,Android,,,0,False
5130,1005238,2023-01-26,Test_Group,F,MEX,Android,,,0,False
5131,1005239,2023-02-01,Control_Group,M,BRA,Android,,,0,False
5132,1005240,2023-01-25,Test_Group,F,MEX,iOS,,,0,False
5133,1005241,2023-01-26,Test_Group,F,USA,Android,,,0,False
5134,1005242,2023-01-26,Test_Group,,BRA,Android,2023-02-01,5.148299097968055,1,True
5135,1005242,2023-01-26,Test_Group,,BRA,Android,2023-01-29,46.48,1,True
5136,1005243,2023-01-30,Control_Group,F,FRA,Android,,,0,False
5137,1005244,2023-01-27,Control_Group,,GBR,iOS,,,0,False
5138,1005245,2023-02-06,Test_Group,M,USA,iOS,,,0,False
5139,1005246,2023-01-25,Test_Group,F,FRA,Android,,,0,False
5140,1005247,2023-01-26,Control_Group,M,USA,Android,,,0,False
5141,1005248,2023-02-03,Test_Group,M,DEU,iOS,2023-02-03,59.22,1,False
5142,1005249,2023-01-25,Test_Group,,BRA,Android,,,0,False
5143,1005250,2023-01-26,Test_Group,F,MEX,Android,,,0,False
5144,1005251,2023-01-26,Control_Group,M,CAN,Android,,,0,False
5145,1005252,2023-01-29,Control_Group,M,USA,Android,,,0,False
5146,1005253,2023-01-27,Control_Group,,USA,iOS,,,0,False
5147,1005254,2023-01-25,Test_Group,,USA,iOS,,,0,False
5148,1005255,2023-01-30,Control_Group,M,BRA,Android,,,0,False
5149,1005256,2023-01-25,Test_Group,,USA,Android,,,0,False
5150,1005257,2023-01-25,Control_Group,M,USA,iOS,,,0,False
5151,1005258,2023-01-31,Test_Group,M,BRA,iOS,,,0,False
5152,1005259,2023-01-26,Test_Group,,BRA,Android,,,0,False
5153,1005260,2023-01-25,Test_Group,,CAN,Android,,,0,False
5154,1005261,2023-01-29,Control_Group,F,MEX,Android,,,0,False
5155,1005262,2023-01-25,Control_Group,M,USA,Android,,,0,False
5156,1005263,2023-01-29,Control_Group,F,MEX,iOS,,,0,False
5157,1005264,2023-01-26,Test_Group,M,USA,iOS,,,0,False
5158,1005265,2023-01-25,Test_Group,O,DEU,Android,,,0,False
5159,1005266,2023-01-30,Control_Group,,TUR,Android,,,0,False
5160,1005267,2023-01-26,Test_Group,M,BRA,Android,,,0,False
5161,1005268,2023-01-27,Control_Group,F,USA,iOS,,,0,False
5162,1005269,2023-01-25,Test_Group,F,ESP,Android,,,0,False
5163,1005270,2023-01-28,Test_Group,M,AUS,iOS,,,0,False
5164,1005271,2023-01-25,Control_Group,F,ESP,Android,,,0,False
5165,1005272,2023-01-25,Test_Group,F,USA,iOS,,,0,False
5166,1005273,2023-01-26,Test_Group,F,BRA,Android,,,0,False
5167,1005274,2023-01-30,Control_Group,,DEU,iOS,,,0,False
5168,1005275,2023-01-25,Control_Group,F,USA,Android,,,0,False
5169,1005276,2023-01-25,Test_Group,F,USA,Android,,,0,False
5170,1005277,2023-01-28,Test_Group,F,DEU,Android,,,0,False
5171,1005278,2023-02-03,Test_Group,M,MEX,Android,,,0,False
5172,1005279,2023-02-06,Test_Group,M,USA,Android,,,0,False
5173,1005280,2023-02-02,Control_Group,M,TUR,iOS,,,0,False
5174,1005281,2023-01-27,Test_Group,M,USA,iOS,,,0,False
5175,1005282,2023-01-31,Control_Group,F,FRA,Android,,,0,False
5176,1005283,2023-01-28,Control_Group,M,BRA,Android,,,0,False
5177,1005284,2023-01-25,Control_Group,M,USA,iOS,,,0,False
5178,1005285,2023-01-26,Test_Group,M,USA,Android,,,0,False
5179,1005286,2023-01-27,Test_Group,F,GBR,iOS,2023-01-27,46.26,1,False
5180,1005287,2023-02-02,Control_Group,F,DEU,Android,,,0,False
5181,1005288,2023-01-31,Control_Group,M,ESP,Android,,,0,False
5182,1005289,2023-02-03,Test_Group,,MEX,Android,,,0,False
5183,1005291,2023-01-26,Test_Group,,USA,iOS,,,0,False
5184,1005292,2023-01-27,Control_Group,M,USA,iOS,,,0,False
5185,1005293,2023-01-26,Control_Group,M,MEX,iOS,,,0,False
5186,1005294,2023-01-25,Control_Group,F,DEU,Android,2023-01-26,46.14,1,False
5187,1005295,2023-02-02,Test_Group,F,USA,Android,,,0,False
5188,1005296,2023-01-29,Test_Group,F,BRA,Android,,,0,False
5189,1005297,2023-01-29,Control_Group,,USA,iOS,,,0,False
5190,1005298,2023-01-26,Test_Group,O,MEX,iOS,,,0,False
5191,1005299,2023-01-26,Test_Group,M,ESP,Android,,,0,False
5192,1005300,2023-01-26,Control_Group,F,BRA,Android,,,0,False
5193,1005301,2023-02-01,Test_Group,,MEX,iOS,,,0,False
5194,1005302,2023-01-25,Test_Group,M,CAN,Android,,,0,False
5195,1005303,2023-01-27,Test_Group,M,USA,Android,,,0,False
5196,1005304,2023-02-02,Test_Group,,TUR,Android,,,0,False
5197,1005305,2023-01-27,Control_Group,,USA,iOS,,,0,False
5198,1005306,2023-01-25,Test_Group,M,FRA,Android,,,0,False
5199,1005307,2023-02-02,Test_Group,,BRA,Android,,,0,False
5200,1005308,2023-02-06,Control_Group,M,BRA,iOS,,,0,False
5201,1005309,2023-01-28,Control_Group,M,DEU,Android,,,0,False
5202,1005310,2023-01-28,Control_Group,M,,Android,,,0,False
5203,1005311,2023-01-25,Control_Group,F,ESP,iOS,,,0,False
5204,1005312,2023-01-27,Test_Group,F,CAN,Android,2023-01-27,85.32,1,False
5205,1005313,2023-01-26,Control_Group,M,USA,Android,,,0,False
5206,1005314,2023-01-30,Control_Group,M,CAN,iOS,,,0,False
5207,1005315,2023-01-25,Control_Group,F,FRA,Android,,,0,False
5208,1005316,2023-01-26,Control_Group,,DEU,Android,,,0,False
5209,1005317,2023-01-25,Test_Group,,MEX,Android,,,0,False
5210,1005318,2023-01-28,Control_Group,F,USA,Android,,,0,False
5211,1005319,2023-01-28,Control_Group,M,USA,Android,,,0,False
5212,1005320,2023-01-27,Control_Group,O,BRA,Android,,,0,False
5213,1005321,2023-01-25,Test_Group,F,FRA,iOS,,,0,False
5214,1005322,2023-01-26,Control_Group,F,CAN,iOS,,,0,False
5215,1005323,2023-02-04,Control_Group,,USA,Android,,,0,False
5216,1005324,2023-01-28,Control_Group,F,USA,Android,,,0,False
5217,1005325,2023-01-25,Control_Group,M,TUR,Android,,,0,False
5218,1005326,2023-01-27,Control_Group,M,,Android,,,0,False
5219,1005327,2023-02-06,Control_Group,M,USA,Android,,,0,False
5220,1005328,2023-01-25,Test_Group,M,TUR,Android,,,0,False
5221,1005329,2023-02-02,Control_Group,,MEX,Android,,,0,False
5222,1005330,2023-01-25,Control_Group,F,DEU,Android,,,0,False
5223,1005331,2023-01-31,Control_Group,M,USA,Android,,,0,False
5224,1005332,2023-01-29,Control_Group,M,USA,Android,,,0,False
5225,1005333,2023-01-25,Control_Group,M,TUR,iOS,,,0,False
5226,1005334,2023-02-03,Control_Group,F,TUR,iOS,,,0,False
5227,1005335,2023-01-30,Control_Group,M,FRA,Android,,,0,False
5228,1005336,2023-01-26,Control_Group,,USA,iOS,,,0,False
5229,1005337,2023-01-27,Control_Group,M,USA,iOS,,,0,False
5230,1005338,2023-01-25,Control_Group,F,USA,Android,,,0,False
5231,1005339,2023-01-25,Test_Group,M,BRA,iOS,,,0,False
5232,1005340,2023-01-26,Test_Group,F,BRA,iOS,,,0,False
5233,1005341,2023-01-25,Control_Group,F,USA,iOS,,,0,False
5234,1005342,2023-01-29,Test_Group,,USA,iOS,,,0,False
5235,1005343,2023-02-05,Test_Group,F,USA,iOS,,,0,False
5236,1005344,2023-01-25,Test_Group,F,TUR,Android,,,0,False
5237,1005345,2023-01-27,Control_Group,,USA,iOS,,,0,False
5238,1005346,2023-01-26,Test_Group,F,AUS,Android,,,0,False
5239,1005347,2023-01-27,Control_Group,F,DEU,Android,,,0,False
5240,1005348,2023-01-26,Control_Group,,BRA,Android,,,0,False
5241,1005349,2023-02-01,Control_Group,O,DEU,iOS,,,0,False
5242,1005351,2023-01-26,Control_Group,M,BRA,Android,,,0,False
5243,1005352,2023-01-25,Control_Group,M,USA,Android,,,0,False
5244,1005353,2023-02-03,Test_Group,F,TUR,Android,,,0,False
5245,1005354,2023-01-27,Control_Group,,TUR,Android,,,0,False
5246,1005355,2023-01-25,Control_Group,F,FRA,Android,,,0,False
5247,1005356,2023-01-27,Control_Group,M,TUR,Android,,,0,False
5248,1005357,2023-01-29,Control_Group,M,USA,Android,,,0,False
5249,1005358,2023-01-25,Test_Group,F,TUR,Android,,,0,False
5250,1005359,2023-02-03,Control_Group,,FRA,Android,,,0,False
5251,1005360,2023-01-25,Control_Group,M,BRA,,,,0,False
5252,1005361,2023-02-04,Test_Group,F,TUR,iOS,,,0,False
5253,1005362,2023-02-05,Test_Group,M,DEU,Android,,,0,False
5254,1005363,2023-02-02,Test_Group,F,MEX,iOS,,,0,False
5255,1005364,2023-01-28,Control_Group,F,USA,iOS,,,0,False
5256,1005365,2023-01-25,Test_Group,M,TUR,iOS,,,0,False
5257,1005366,2023-01-30,Test_Group,F,ESP,iOS,,,0,False
5258,1005367,2023-02-01,Control_Group,M,BRA,Android,,,0,False
5259,1005368,2023-01-25,Test_Group,,TUR,Android,,,0,False
5260,1005369,2023-01-25,Control_Group,F,MEX,Android,,,0,False
5261,1005370,2023-01-27,Test_Group,,ESP,Android,,,0,False
5262,1005371,2023-01-31,Test_Group,,DEU,Android,,,0,False
5263,1005372,2023-01-31,Test_Group,F,BRA,Android,,,0,False
5264,1005373,2023-01-25,Control_Group,F,TUR,Android,,,0,False
5265,1005374,2023-02-03,Test_Group,M,BRA,Android,,,0,False
5266,1005375,2023-01-26,Test_Group,M,BRA,iOS,,,0,False
5267,1005376,2023-01-28,Control_Group,F,ESP,Android,,,0,False
5268,1005377,2023-01-27,Test_Group,F,FRA,Android,,,0,False
5269,1005378,2023-01-26,Test_Group,O,DEU,Android,,,0,False
5270,1005379,2023-02-02,Test_Group,F,TUR,iOS,,,0,False
5271,1005380,2023-01-25,Control_Group,M,DEU,Android,,,0,False
5272,1005381,2023-01-26,Test_Group,F,TUR,Android,2023-01-28,5.944493784412268,1,True
5273,1005381,2023-01-26,Test_Group,F,TUR,Android,2023-01-26,17.35,1,True
5274,1005382,2023-01-29,Test_Group,M,GBR,iOS,,,0,False
5275,1005383,2023-01-25,Control_Group,F,USA,Android,,,0,False
5276,1005384,2023-02-01,Test_Group,,USA,iOS,,,0,False
5277,1005385,2023-01-29,Test_Group,M,DEU,Android,,,0,False
5278,1005386,2023-02-01,Test_Group,F,FRA,Android,,,0,False
5279,1005387,2023-01-28,Control_Group,M,CAN,iOS,,,0,False
5280,1005388,2023-02-04,Test_Group,M,BRA,Android,,,0,False
5281,1005390,2023-01-30,Test_Group,M,BRA,Android,,,0,False
5282,1005391,2023-01-31,Control_Group,F,BRA,Android,2023-01-31,54.11,1,False
5283,1005392,2023-01-28,Test_Group,M,DEU,Android,,,0,False
5284,1005393,2023-01-29,Control_Group,,BRA,Android,,,0,False
5285,1005394,2023-01-28,Test_Group,M,ESP,Android,,,0,False
5286,1005395,2023-01-31,Control_Group,F,USA,iOS,,,0,False
5287,1005396,2023-01-29,Test_Group,M,BRA,iOS,,,0,False
5288,1005397,2023-02-03,Control_Group,,DEU,Android,,,0,False
5289,1005398,2023-01-26,Control_Group,F,FRA,iOS,,,0,False
5290,1005399,2023-01-25,Control_Group,F,DEU,,,,0,False
5291,1005400,2023-02-02,Test_Group,O,USA,iOS,,,0,False
5292,1005401,2023-01-25,Test_Group,,BRA,iOS,,,0,False
5293,1005402,2023-01-27,Test_Group,F,GBR,Android,,,0,False
5294,1005403,2023-01-25,Control_Group,O,BRA,iOS,,,0,False
5295,1005404,2023-01-25,Control_Group,M,TUR,Android,,,0,False
5296,1005405,2023-01-26,Test_Group,M,USA,Android,,,0,False
5297,1005406,2023-01-25,Control_Group,M,DEU,Android,,,0,False
5298,1005407,2023-01-29,Control_Group,M,BRA,Android,,,0,False
5299,1005408,2023-02-06,Test_Group,,USA,iOS,,,0,False
5300,1005409,2023-01-28,Test_Group,F,DEU,iOS,,,0,False
5301,1005410,2023-01-25,Test_Group,F,MEX,Android,,,0,False
5302,1005411,2023-01-27,Control_Group,F,BRA,Android,,,0,False
5303,1005412,2023-01-26,Test_Group,O,GBR,Android,,,0,False
5304,1005413,2023-01-27,Test_Group,,DEU,iOS,,,0,False
5305,1005414,2023-01-31,Control_Group,F,BRA,Android,,,0,False
5306,1005415,2023-01-26,Test_Group,M,BRA,Android,,,0,False
5307,1005416,2023-01-26,Control_Group,M,DEU,Android,,,0,False
5308,1005417,2023-01-26,Test_Group,F,GBR,iOS,,,0,False
5309,1005418,2023-01-25,Test_Group,F,USA,Android,,,0,False
5310,1005419,2023-01-26,Control_Group,M,BRA,Android,,,0,False
5311,1005420,2023-01-27,Control_Group,F,DEU,Android,,,0,False
5312,1005421,2023-01-28,Control_Group,M,USA,Android,,,0,False
5313,1005422,2023-02-03,Test_Group,F,BRA,Android,,,0,False
5314,1005423,2023-01-27,Control_Group,F,DEU,Android,,,0,False
5315,1005424,2023-01-25,Test_Group,,BRA,Android,,,0,False
5316,1005425,2023-01-25,Test_Group,F,CAN,Android,,,0,False
5317,1005426,2023-01-25,Test_Group,F,TUR,Android,,,0,False
5318,1005427,2023-01-28,Test_Group,,TUR,Android,,,0,False
5319,1005428,2023-01-26,Test_Group,F,TUR,iOS,,,0,False
5320,1005429,2023-01-28,Control_Group,F,CAN,Android,,,0,False
5321,1005430,2023-02-06,Control_Group,M,USA,iOS,,,0,False
5322,1005432,2023-01-30,Control_Group,F,BRA,Android,2023-02-02,65.36,1,False
5323,1005433,2023-01-25,Control_Group,M,USA,Android,,,0,False
5324,1005434,2023-01-26,Test_Group,M,MEX,iOS,,,0,False
5325,1005435,2023-02-03,Control_Group,F,USA,Android,,,0,False
5326,1005436,2023-01-26,Test_Group,M,MEX,Android,,,0,False
5327,1005437,2023-01-27,Control_Group,M,USA,Android,,,0,False
5328,1005438,2023-01-27,Test_Group,M,GBR,Android,,,0,False
5329,1005439,2023-01-25,Test_Group,M,BRA,iOS,,,0,False
5330,1005440,2023-02-02,Test_Group,F,DEU,Android,,,0,False
5331,1005441,2023-01-27,Control_Group,,MEX,Android,,,0,False
5332,1005442,2023-01-30,Control_Group,O,MEX,Android,,,0,False
5333,1005443,2023-01-29,Test_Group,M,USA,Android,,,0,False
5334,1005444,2023-01-29,Test_Group,F,AUS,Android,,,0,False
5335,1005445,2023-01-25,Test_Group,M,AUS,iOS,,,0,False
5336,1005446,2023-01-26,Control_Group,,USA,iOS,,,0,False
5337,1005447,2023-01-27,Control_Group,,BRA,Android,,,0,False
5338,1005448,2023-01-28,Control_Group,M,MEX,iOS,,,0,False
5339,1005449,2023-02-06,Control_Group,M,FRA,iOS,,,0,False
5340,1005450,2023-01-25,Test_Group,M,MEX,iOS,,,0,False
5341,1005451,2023-02-04,Test_Group,M,DEU,Android,,,0,False
5342,1005452,2023-01-28,Control_Group,F,AUS,Android,,,0,False
5343,1005453,2023-01-25,Test_Group,F,TUR,Android,,,0,False
5344,1005454,2023-02-04,Test_Group,M,BRA,iOS,,,0,False
5345,1005455,2023-01-25,Control_Group,F,USA,Android,,,0,False
5346,1005456,2023-01-25,Test_Group,F,MEX,Android,,,0,False
5347,1005457,2023-01-27,Test_Group,F,MEX,iOS,,,0,False
5348,1005458,2023-01-28,Control_Group,F,USA,Android,,,0,False
5349,1005459,2023-01-29,Test_Group,F,USA,Android,,,0,False
5350,1005460,2023-01-25,Control_Group,F,ESP,Android,,,0,False
5351,1005461,2023-02-01,Test_Group,M,USA,iOS,,,0,False
5352,1005462,2023-01-26,Test_Group,F,MEX,iOS,,,0,False
5353,1005463,2023-01-25,Control_Group,M,BRA,Android,,,0,False
5354,1005464,2023-01-27,Control_Group,F,FRA,Android,,,0,False
5355,1005465,2023-01-25,Control_Group,,USA,Android,,,0,False
5356,1005466,2023-01-28,Test_Group,F,MEX,Android,,,0,False
5357,1005467,2023-02-01,Test_Group,F,BRA,Android,,,0,False
5358,1005468,2023-01-30,Control_Group,M,USA,Android,,,0,False
5359,1005469,2023-01-28,Test_Group,F,ESP,iOS,,,0,False
5360,1005470,2023-01-26,Control_Group,M,MEX,Android,,,0,False
5361,1005471,2023-01-30,Control_Group,M,USA,iOS,,,0,False
5362,1005472,2023-02-04,Test_Group,,BRA,Android,,,0,False
5363,1005473,2023-01-25,Control_Group,O,BRA,Android,,,0,False
5364,1005474,2023-02-01,Test_Group,M,USA,Android,,,0,False
5365,1005475,2023-01-30,Control_Group,M,USA,Android,,,0,False
5366,1005476,2023-01-31,Control_Group,M,BRA,Android,,,0,False
5367,1005477,2023-01-26,Test_Group,F,FRA,Android,,,0,False
5368,1005478,2023-01-30,Test_Group,M,TUR,Android,,,0,False
5369,1005479,2023-02-02,Control_Group,F,USA,Android,,,0,False
5370,1005480,2023-02-05,Test_Group,F,USA,iOS,,,0,False
5371,1005481,2023-01-27,Control_Group,M,AUS,iOS,,,0,False
5372,1005482,2023-02-02,Test_Group,F,CAN,iOS,,,0,False
5373,1005483,2023-01-25,Control_Group,M,DEU,iOS,,,0,False
5374,1005484,2023-01-28,Control_Group,F,MEX,Android,,,0,False
5375,1005485,2023-02-04,Test_Group,F,BRA,Android,,,0,False
5376,1005486,2023-01-27,Control_Group,M,TUR,Android,,,0,False
5377,1005487,2023-01-25,Test_Group,M,FRA,iOS,,,0,False
5378,1005488,2023-01-26,Test_Group,M,ESP,Android,,,0,False
5379,1005489,2023-01-25,Test_Group,F,BRA,Android,,,0,False
5380,1005490,2023-01-27,Control_Group,,ESP,iOS,,,0,False
5381,1005491,2023-02-06,Test_Group,F,BRA,iOS,,,0,False
5382,1005492,2023-01-26,Test_Group,M,DEU,iOS,,,0,False
5383,1005493,2023-01-31,Control_Group,O,BRA,iOS,,,0,False
5384,1005494,2023-01-31,Control_Group,F,FRA,iOS,,,0,False
5385,1005495,2023-02-04,Control_Group,,MEX,iOS,,,0,False
5386,1005496,2023-02-04,Test_Group,F,ESP,Android,,,0,False
5387,1005497,2023-01-26,Control_Group,O,BRA,iOS,,,0,False
5388,1005498,2023-01-31,Test_Group,,AUS,Android,,,0,False
5389,1005499,2023-01-28,Test_Group,M,USA,Android,,,0,False
5390,1005500,2023-02-04,Control_Group,O,FRA,iOS,,,0,False
5391,1005501,2023-01-26,Control_Group,M,DEU,Android,,,0,False
5392,1005502,2023-02-06,Test_Group,M,TUR,Android,,,0,False
5393,1005503,2023-02-01,Test_Group,M,DEU,Android,,,0,False
5394,1005504,2023-01-30,Control_Group,F,MEX,iOS,,,0,False
5395,1005505,2023-01-25,Test_Group,M,BRA,Android,,,0,False
5396,1005506,2023-01-26,Test_Group,F,USA,Android,,,0,False
5397,1005507,2023-02-03,Control_Group,M,BRA,Android,,,0,False
5398,1005508,2023-01-25,Test_Group,F,TUR,Android,,,0,False
5399,1005509,2023-01-28,Control_Group,M,BRA,iOS,,,0,False
5400,1005510,2023-02-02,Control_Group,F,USA,Android,,,0,False
5401,1005511,2023-02-03,Control_Group,,DEU,Android,,,0,False
5402,1005512,2023-01-30,Control_Group,,BRA,Android,,,0,False
5403,1005513,2023-01-25,Control_Group,F,MEX,Android,,,0,False
5404,1005514,2023-01-27,Control_Group,,BRA,Android,2023-01-27,50.81,1,False
5405,1005515,2023-01-31,Test_Group,M,USA,Android,,,0,False
5406,1005516,2023-01-26,Control_Group,F,ESP,Android,,,0,False
5407,1005517,2023-01-27,Control_Group,M,FRA,iOS,,,0,False
5408,1005518,2023-01-26,Control_Group,,BRA,iOS,,,0,False
5409,1005519,2023-01-27,Control_Group,F,CAN,Android,,,0,False
5410,1005520,2023-01-29,Test_Group,F,USA,Android,,,0,False
5411,1005521,2023-01-28,Test_Group,M,TUR,Android,,,0,False
5412,1005522,2023-02-02,Control_Group,M,,iOS,,,0,False
5413,1005523,2023-01-25,Test_Group,M,USA,Android,,,0,False
5414,1005524,2023-02-05,Control_Group,F,USA,Android,,,0,False
5415,1005525,2023-01-28,Control_Group,M,BRA,Android,,,0,False
5416,1005526,2023-01-29,Test_Group,M,BRA,Android,,,0,False
5417,1005527,2023-01-25,Test_Group,M,MEX,Android,,,0,False
5418,1005528,2023-01-30,Control_Group,F,BRA,iOS,,,0,False
5419,1005529,2023-01-31,Control_Group,,DEU,Android,,,0,False
5420,1005530,2023-02-05,Control_Group,F,DEU,iOS,2023-02-05,35.57,1,False
5421,1005531,2023-01-29,Test_Group,M,USA,Android,,,0,False
5422,1005532,2023-02-01,Test_Group,F,MEX,Android,,,0,False
5423,1005533,2023-02-02,Control_Group,,BRA,Android,,,0,False
5424,1005534,2023-02-03,Test_Group,,CAN,iOS,,,0,False
5425,1005535,2023-01-25,Test_Group,M,USA,iOS,,,0,False
5426,1005536,2023-01-25,Control_Group,,USA,Android,,,0,False
5427,1005537,2023-02-02,Test_Group,F,FRA,Android,,,0,False
5428,1005539,2023-01-25,Control_Group,,USA,Android,,,0,False
5429,1005540,2023-01-29,Control_Group,,USA,Android,,,0,False
5430,1005541,2023-01-27,Control_Group,M,BRA,iOS,,,0,False
5431,1005542,2023-02-02,Test_Group,F,BRA,iOS,,,0,False
5432,1005543,2023-01-26,Test_Group,M,USA,Android,,,0,False
5433,1005544,2023-01-27,Control_Group,O,USA,iOS,,,0,False
5434,1005545,2023-01-30,Control_Group,F,USA,iOS,,,0,False
5435,1005546,2023-02-02,Test_Group,M,BRA,Android,,,0,False
5436,1005547,2023-01-26,Test_Group,O,BRA,Android,,,0,False
5437,1005548,2023-01-31,Control_Group,M,USA,Android,,,0,False
5438,1005549,2023-01-25,Test_Group,M,TUR,iOS,,,0,False
5439,1005550,2023-01-31,Control_Group,F,USA,Android,,,0,False
5440,1005551,2023-01-26,Control_Group,F,MEX,Android,,,0,False
5441,1005552,2023-01-25,Test_Group,M,DEU,Android,,,0,False
5442,1005553,2023-01-31,Test_Group,O,BRA,Android,,,0,False
5443,1005554,2023-02-04,Control_Group,M,USA,iOS,,,0,False
5444,1005555,2023-01-27,Control_Group,M,USA,Android,,,0,False
5445,1005556,2023-01-27,Test_Group,M,TUR,iOS,,,0,False
5446,1005557,2023-01-25,Test_Group,M,USA,Android,,,0,False
5447,1005558,2023-02-05,Control_Group,M,BRA,Android,,,0,False
5448,1005559,2023-01-26,Test_Group,F,MEX,Android,,,0,False
5449,1005560,2023-01-29,Control_Group,F,CAN,Android,,,0,False
5450,1005561,2023-01-27,Test_Group,M,DEU,iOS,,,0,False
5451,1005562,2023-02-04,Test_Group,F,USA,Android,,,0,False
5452,1005563,2023-01-28,Control_Group,F,USA,iOS,2023-01-28,106.92,1,False
5453,1005564,2023-01-28,Test_Group,F,BRA,iOS,,,0,False
5454,1005565,2023-01-28,Test_Group,F,GBR,Android,,,0,False
5455,1005566,2023-01-30,Control_Group,F,GBR,iOS,,,0,False
5456,1005567,2023-01-25,Test_Group,M,MEX,Android,,,0,False
5457,1005568,2023-01-30,Control_Group,F,MEX,iOS,,,0,False
5458,1005569,2023-01-25,Control_Group,M,BRA,Android,,,0,False
5459,1005570,2023-01-25,Control_Group,M,DEU,Android,,,0,False
5460,1005571,2023-01-27,Control_Group,M,USA,Android,,,0,False
5461,1005572,2023-01-26,Test_Group,O,DEU,Android,,,0,False
5462,1005573,2023-01-26,Control_Group,F,BRA,iOS,,,0,False
5463,1005574,2023-01-31,Control_Group,F,FRA,iOS,,,0,False
5464,1005575,2023-01-28,Test_Group,F,TUR,Android,,,0,False
5465,1005576,2023-01-26,Control_Group,M,USA,iOS,,,0,False
5466,1005577,2023-02-01,Control_Group,M,BRA,Android,,,0,False
5467,1005578,2023-01-26,Test_Group,M,TUR,Android,,,0,False
5468,1005579,2023-01-28,Test_Group,F,MEX,Android,,,0,False
5469,1005580,2023-01-29,Test_Group,M,BRA,Android,,,0,False
5470,1005581,2023-01-26,Test_Group,M,BRA,Android,,,0,False
5471,1005582,2023-01-26,Test_Group,F,DEU,Android,,,0,False
5472,1005583,2023-01-26,Test_Group,M,MEX,iOS,,,0,False
5473,1005584,2023-01-29,Control_Group,M,USA,Android,,,0,False
